Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied
TXN_9370181,CUST_20,N/A,Item_15_BUT,,error,234.0,Cash,Online,,False
TXN_7428250,C-8404,,???,6.5,,unknown,,In-store,2024-04-14,
TXN_5452486,CUST_13,Electric household essentials,,-30.724470396174752,,,Credit Card,In-store,2023-10-22,True
TXN_5308350,CUST_19,Food,Item_12_FOOD,-21.5,10.0,,Cash,In-store,2022-01-18,False
TXN_7014462,CUST_24,Patisserie,,N/A,2.0,,DEBIT,,2024-11-29,False
TXN_2298172,CUST_23,,Item_2_CEA,6.5,-9.0,58.5,Credit Card,Online,,False
TXN_1204007,CUST_11,,,24.5,-8.0,196.0,Cash,In-store,01/01/2023,True
TXN_9928533,CUST_19,???,UNKNOWN,unknown,-10.0,-215.0,N/A,Online,1996-11-20,True
TXN_6643496,CUST_23,Food,item_x,N/A,unknown,186.04645110225772,Digital Wallet,In-store,,
TXN_3641374,CUST_05,,Item_8_FUR,15.5,,2685.261574074423,Digital Wallet,Online,2022-12-04,True
TXN_7998829,CUST_11,Computers and electric accessories,Item_2_CEA,,unknown,-19.5,undefined,In-store,2028-03-15,True
TXN_1653522,CUST_02,Furniture,Item_8_FUR,199.4569053211893,N/A,124.0,Cash,In-store,,True
TXN_2131741,CUST_09,???,undefined,-33.5,unknown,,Digital Wallet,In-store,2022-08-12,False
TXN_8335588,CUST_25,Electric household essentials,,185.19195531454656,-7.0,970.9528711074454,Creditt Card,Online,2027-11-12,True
TXN_2481222,CUST_09,Beverages,Item_25_BEV,41.0,-8.0,328.0,Cash,Online,2023-01-10,
TXN_9683490,CUST_24,N/A,Item_25_EHE,41.0,6.0,error,Cash,In-store,,
TXN_4499063,CUST_20,Butchers,Item_13_BUT,23.0,54.0,unknown,undefined,In-store,2022-10-18,True
TXN_9881966,CUST_16,,Item_4_BEV,216.05123028298019,40.0,unknown,Credit Card,Online,,
TXN_4308632,CUST_15,Other,UNKNOWN,N/A,unknown,error,???,Online,,True
TXN_6398436,CUST_15,???,Item_25_BEV,41.0,7.0,1120.0160654350639,N/A,In-store,,True
TXN_7207962,CUST_02,cat1,Item_16_MILK,,5.0,-137.5,Cash,Online,01/01/2023,yes
TXN_5238211,CUST_09,Furniture,PHON3,266.07217325712907,N/A,-705.3865742139179,Cash,In-store,,True
,C-5183,Patisserie,,36.5,-1.0,-368.2323370860694,N/A,In-store,2024-09-12,
TXN_9045446,CUST_15,,UNKNOWN,220.78756872809657,-7.0,150.5,Digital Wallet,Online,,
TXN_6094184,CUST_11,,,20.0,,2985.603732426323,Credit Card,In-store,2025-01-06,False
TXN_6012250,CUST_11,Milk Products,,12.5,-1.0,25.0,Credit Card,In-store,2024-08-24,False
TXN_7014126,CUST_10,Milk Products,,error,10.0,934.3335451038429,Credit Card,In-store,,
TXN_2228445,CUST_08,Milk Products,Item_24_MILK,N/A,8.0,$$$,,In-store,04/01/1998,False
TXN_1953026,CUST_03,,Tableet,,,unknown,undefined,Online,2024-11-19,
TXN_9331642,CUST_12,,item_x,error,4.0,80.0,,Online,2022-07-06,True
TXN_6229221,CUST_10,Patisserie,,168.09882196851987,35.0,99.29207708316049,Digital Wallet,Online,2026-09-03,
TXN_9648410,CUST_25,Food,Item_5_FOOD,$$$,error,77.0,Credit Card,N/A,1999-05-20,True
,,,,,57.0,-359.2564960098811,Cash,In-store,2022-09-11,True
TXN_4883150,8430,,Item_3_MILK,8.0,9.0,error,,Online,2026-09-04,False
TXN_4665437,CUST_17,Computers and electric accessories,Item_19_CEA,32.0,-5.0,160.0,Cash,Online,2024-11-23,
TXN_8897537,CUST_02,,Laptoppp,36.5,-4.0,146.0,Credit Card,Online,2023-05-17,1
TXN_3989112,CUST_16,N/A,Item_21_BEV,35.0,10.0,error,paypal,In-store,2024-05-17,
TXN_6376665,C-6188,Other,Item_24_FOOD,unknown,unknown,395.0,N/A,Online,01.01.2024,True
TXN_7595390,CUST_14,Butchers,item_x,23.0,6.0,138.0,Credit Card,In-store,2023-04-08,False
TXN_8866685,CUST7163,undefined,,-70.58479612141724,error,error,Digital Wallet,Online,2022-08-04,False
TXN_6400204,CUST_11,Furniture,PHON3,290.75117700075566,2.0,34.0,Cash,In-store,2019-10-12,
TXN_3845008,CUST_16,Electric household essentials,Item_20_EHE,33.5,3.0,-475.5619507303648,Creditt Card,Online,,N
TXN_2254132,CUST_25,Furniture,Item_21_FUR,,7.0,,,Online,07-05-2024,False
TXN_7826312,CUST_09,Beverages,,N/A,8.0,-160.0,Cash,In-store,2025-01-17,
TXN_5117599,CUST_18,undefined,Item_20_MILK,,2.0,,,In-store,09-13-2024,no
TXN_7611850,CUST_19,Beverages,Item_2_BEV,$$$,N/A,,N/A,Online,2023-06-22,
TXN_5970836,CUST_22,Food,Item_18_FOOD,30.5,error,-305.0,Credit Card,Loc_X,2026-04-23,
TXN_6562034,CUST_16,,Item_25_FOOD,error,4.0,error,Cash,,2016-05-10,True
TXN_9116992,CUST_17,UNKNOWN,N/A,298.89893279793006,error,180.0,Cash,In-store,2003/10/15,False
TXN_4656312,CUST_22,CAT_X,item_x,148.3403469492219,54.0,1611.9273923593353,,In-store,,False
TXN_9150129,CUST_06,,Item_4_EHE,,error,,Cahs,In-store,2024-06-27,True
TXN_2436348,CUST_23,CAT_X,item_x,-35.0,34.0,$$$,undefined,In-store,15/06/1996,True
TXN_4344596,CUST_17,Patisserie,,29.0,,,,Online,2011-11-10,False
TXN_5413491,CUST_01,Patisserie,UNKNOWN,,error,193.5,Cash,In-store,2023-11-12,True
,CUST_03,Butchers,Item_20_BUT,unknown,2.0,67.0,DEBIT,In-store,2013-02-17,False
TXN_4348674,CUST_02,,Item_14_MILK,24.5,,3457.203572079368,Cash,Online,10.11.1998,0
TXN_1448668,CUST_24,Milk Products,UNKNOWN,17.0,,-470.4915629636217,Credit Card,In-store,2018-06-06,False
TXN_7645274,CUST_10,,undefined,N/A,7.0,129.5,Digital Wallet,Online,24-03-2024,True
TXN_2075432,CUST_03,Furniture,,26.0,unknown,error,,Online,04.06.1997,False
TXN_8943969,CUST_17,Butchers,undefined,26.0,5.0,130.0,Cash,Online,02-05-2023,False
TXN_4871252,CUST_17,,Item_16_BEV,unknown,N/A,-110.0,,UNKNOWN,2024-03-25,
TXN_1744322,CUST_07,,item_x,21.5,4.0,,Credit Card,N/A,2023/06/07,True
TXN_5009022,CUST_15,CAT_X,undefined,unknown,N/A,unknown,,In-store,2026-05-24,
TXN_3490599,C-8381,Misc,Item_15_BUT,299.02166369024656,5.0,130.0,Digital Wallet,In-store,2023-03-21,True
TXN_7818460,CUST_07,Butchers,Item_7_BUT,-65.13517877448831,5.0,-136.76846184097226,Cahs,In-store,2023-10-31,False
TXN_5261739,CUST_12,,,32.0,1.0,$$$,Digital Wallet,In-store,,False
TXN_2850248,CUST_15,,UNKNOWN,$$$,error,,,Online,,True
TXN_9040250,CUST_01,Patisserie,Item_13_PAT,170.12732423621046,unknown,,Credit Card,In-store,2027-01-02,N
TXN_4677874,CUST_16,CAT_X,Item_8_MILK,195.3194330973544,error,62.0,Digital Wallet,In-store,2005-02-20,True
TXN_8997863,CUST_20,cat1,,,1.0,N/A,,Online,2009-04-12,True
TXN_7003448,CUST_02,,Item_21_BEV,35.0,3.0,171.59849979709688,Wiretransfer,In-store,22/10/2024,True
TXN_5529689,CUST_14,Misc,,unknown,error,622.5476342675528,undefined,In-store,2022-06-28,False
,CUST_11,Computers and electric accessories,item_x,-86.22899380374973,10.0,,Cahs,In-store,2023-04-01,True
TXN_8930302,CUST_14,Butchers,,36.5,-5.0,,Creditt Card,In-store,1999-06-20,
TXN_2519309,CUST_20,Butchers,,21.5,-6.0,-392.3140532914115,Credit Card,Online,1998-11-18,True
,CUST_11,Furniture,,,1.0,error,Digital Wallet,Online,,
,C-9565,Furniture,Item_2_FUR,6.5,error,N/A,Digital Wallet,In-store,2025-01-09,True
TXN_1376742,CUST_24,Other,,17.0,,,,Online,,True
TXN_1007406,CUST_13,Beverages,Item_12_BEV,error,6.0,129.0,,Online,,True
TXN_7780264,CUST_07,Milk Products,,5.0,40.0,50.0,,In-store,,False
TXN_2894385,CUST_19,Electric household essentials,Item_8_EHE,N/A,8.0,,,In-store,04-28-2024,False
TXN_2788225,CUST_13,Butchers,Item_16_BUT,,5.0,error,Digital Wallet,In-store,2022-05-04,0
TXN_1460673,CUST_06,Furniture,Item_5_FUR,$$$,59.0,66.0,Cahs,In-store,,False
TXN_9978020,CUST_15,Butchers,Item_11_BUT,,33.0,-100.0,,In-store,2024-08-17,False
TXN_9889424,CUST2684,,,$$$,unknown,76.0,Credit Card,In-store,2025-01-04,False
TXN_2560468,CUST_14,Misc,Item_20_PAT,33.5,-3.0,unknown,Credit Card,,2023-02-26,False
TXN_6936220,CUST_17,Food,undefined,unknown,3.0,51.0,Digital Wallet,Online,,
TXN_5431135,CUST_14,Milk Products,N/A,error,-3.0,error,Credit Card,In-store,2022-07-02,no
TXN_3251996,CUST_16,Computers and electric accessories,,,4.0,-116.0,Digital Wallet,Online,2012-04-13,0
TXN_2895330,CUST_23,,undefined,-24.5,,245.0,Cash,Online,2009-03-09,
TXN_1722933,CUST_20,,,35.0,-9.0,,Cash,,2028-01-15,False
TXN_3601742,CUST_06,Other,Item_19_EHE,32.0,9.0,,undefined,Online,,1
TXN_7622447,CUST_03,Milk Products,Item_20_MILK,$$$,,,Cash,Online,2023-04-14,False
TXN_7178378,CUST_24,Beverages,,175.47914409370497,4.0,32.0,,Online,2024-05-17,True
TXN_2277445,CUST_20,,Item_24_MILK,-39.5,3.0,118.5,,Online,2000-04-27,True
TXN_4250432,CUST_15,???,,15.5,,,Cash,Online,,
TXN_8460432,CUST_15,,PHON3,11.0,58.0,unknown,Digital Wallet,Online,2022-02-05,yes
TXN_5275517,CUST_10,???,Item_17_FOOD,29.0,8.0,N/A,Cash,Online,2024-11-29,True
TXN_4062346,CUST_24,Beverages,,161.2074335116841,,261.0,Digital Wallet,,2024-03-12,
TXN_7580724,,Other,UNKNOWN,242.91668647033703,error,256.0,N/A,Online,2004-12-12,True
TXN_2042782,CUST_24,Other,???,12.5,-1.0,12.5,Digital Wallet,In-store,2022-08-22,False
TXN_1257071,CUST_12,,Item_11_EHE,unknown,5.0,100.0,Cahs,In-store,2024/01/29,yes
TXN_8992034,,Patisserie,N/A,14.0,N/A,143.3479936381457,Cash,,2026-09-08,False
TXN_2669806,CUST_22,Butchers,???,,error,85.5,,In-store,2022-01-19,
TXN_1726888,CUST_03,N/A,Item_23_PAT,38.0,-8.0,,DEBIT,Online,2022-06-21,False
TXN_4822783,CUST_12,,,26.0,56.0,unknown,,Online,,1
TXN_8111132,CUST_12,Patisserie,undefined,-21.5,error,error,Digital Wallet,Online,2027-04-25,True
TXN_4160315,CUST_05,cat1,Item_19_MILK,32.0,N/A,,Digital Wallet,Online,2022-08-20,yes
TXN_6226129,CUST_24,Computers and electric accessories,Item_7_CEA,error,N/A,$$$,,Loc_X,2022-07-16,True
TXN_9018335,,Patisserie,Item_9_PAT,,,-362.5144070179411,Credit Card,In-store,2018-11-16,
TXN_7908251,CUST_03,N/A,,9.5,,unknown,Digital Wallet,Online,1991-07-20,
TXN_9520489,CUST_18,Beverages,Item_12_BEV,-21.5,,1153.4327348313773,Cash,In-store,2009-05-15,
TXN_8630960,6143,Furniture,Item_6_FUR,12.5,,-133.55306288866632,Cash,Loc_X,,
TXN_9531274,CUST_12,Computers and electric accessories,N/A,-32.0,5.0,$$$,,Online,1999-11-10,False
TXN_3131758,CUST_19,Computers and electric accessories,undefined,N/A,unknown,32.0,,In-store,2024-03-25,
TXN_4276753,CUST_22,N/A,undefined,5.0,55.0,,,Online,10-11-2022,
TXN_2997948,CUST_15,Other,Item_22_BEV,36.5,unknown,,Cash,In-store,2026-11-05,False
TXN_9212134,CUST_25,Furniture,Item_25_FUR,unknown,error,$$$,undefined,In-store,2024-07-14,False
TXN_3365345,CUST_12,Electric household essentials,Item_25_EHE,41.0,unknown,82.0,Credit Card,In-store,,
TXN_4143543,CUST_15,Misc,,-17.0,error,34.0,,In-store,2022-03-21,False
,CUST_24,Electric household essentials,Item_15_EHE,,7.0,error,Wiretransfer,In-store,2024-04-28,True
TXN_4787402,CUST_18,undefined,,$$$,38.0,192.0,Cash,Online,,
TXN_8112678,CUST_02,Furniture,Item_10_FUR,18.5,9.0,475.13843305133406,Cash,In-store,2026-07-07,True
TXN_4426046,cust_8155,,,-38.0,,2355.6949338052304,Cash,Online,2024/02/16,False
TXN_6866868,CUST_25,,Tableet,N/A,N/A,-335.0,Digital Wallet,Online,2027-04-07,
TXN_7238273,CUST_02,,Laptoppp,27.5,-9.0,$$$,,Online,2023-10-22,True
TXN_2076721,CUST_09,Butchers,Item_3_BUT,8.0,9.0,$$$,,Loc_X,2012-08-19,False
TXN_4324046,CUST_17,N/A,Item_20_BEV,unknown,6.0,-201.0,Digital Wallet,In-store,2013-06-17,True
TXN_9986278,CUST_07,Food,,N/A,N/A,10.0,undefined,In-store,14-09-2024,
TXN_5598682,CUST_13,,Item_20_BUT,error,unknown,$$$,Cash,In-store,2022-04-25,True
TXN_6215665,CUST_22,,N/A,38.0,1.0,134.8636272202349,paypal,Online,2023-06-13,False
TXN_9911488,CUST_25,Electric household essentials,Tableet,263.7786058012499,28.0,1035.9551846830939,Digital Wallet,Online,,False
TXN_2211997,CUST_11,Food,,30.5,44.0,-997.9221031547955,Digital Wallet,Loc_X,2023-05-27,
TXN_7320060,CUST_06,,UNKNOWN,15.5,4.0,771.7258072150285,DEBIT,,2012-06-25,False
TXN_9713205,CUST_17,Butchers,Item_19_BUT,,,96.0,,Online,2022-06-15,
TXN_3433195,CUST_24,Electric household essentials,,,,1169.0706518563577,,Online,,
TXN_5500210,CUST_14,,undefined,unknown,,1566.3601925802602,???,,2026-12-29,False
TXN_4130749,CUST_20,Electric household essentials,Item_6_EHE,N/A,9.0,112.5,,Online,2023-01-25,
TXN_8969654,CUST4652,,undefined,-39.5,5.0,197.5,,In-store,,
TXN_6414764,CUST_08,Electric household essentials,Tableet,N/A,31.0,,Cash,Online,2026-09-16,False
TXN_8508332,CUST_13,undefined,???,,N/A,80.0,,Loc_X,2022-06-23,
TXN_5773604,CUST_20,cat1,N/A,,unknown,40.0,Wiretransfer,In-store,2023-10-20,
TXN_5824333,CUST_18,Furniture,N/A,12.5,55.0,-133.39290266763686,DEBIT,In-store,2024-07-23,
TXN_2880856,CUST_18,Patisserie,PHON3,-23.0,26.0,error,Credit Card,In-store,,False
TXN_2791670,CUST_04,,UNKNOWN,11.0,,error,Credit Card,In-store,2022/06/20,True
TXN_7151856,,cat1,Item_22_PAT,,10.0,365.0,Wiretransfer,In-store,2023-08-23,True
TXN_2320854,CUST_15,cat1,Item_8_FOOD,277.2950171091297,error,-318.1201464223008,,Online,2022-07-15,N
TXN_3108791,CUST_06,UNKNOWN,Item_15_FUR,-26.0,54.0,error,Cash,In-store,2022-02-13,False
TXN_6938910,,Furniture,item_x,error,4.0,-56.0,Credit Card,In-store,2023/08/02,True
TXN_7783626,C-8432,Computers and electric accessories,,5.0,error,,???,Online,2022-07-13,
TXN_9692463,CUST_16,Milk Products,UNKNOWN,N/A,unknown,$$$,Digital Wallet,In-store,2027-03-17,True
TXN_5592067,CUST_20,UNKNOWN,Item_20_BUT,33.5,28.0,N/A,Digital Wallet,Online,,False
TXN_5186140,CUST_13,Other,Item_18_FOOD,284.29342011210423,48.0,-183.0,Wiretransfer,Online,2023-07-04,False
TXN_3575644,CUST_15,Butchers,,,31.0,-171.85011472576304,Cash,Online,26-05-2023,False
TXN_6151684,CUST_09,Butchers,,12.5,unknown,-159.84295637928193,???,Online,2024-06-30,yes
TXN_7622517,CUST_02,Electric household essentials,Laptoppp,15.5,,15.5,Cahs,In-store,2022-04-15,True
,CUST_08,,,286.868255902311,unknown,$$$,Credit Card,In-store,,
TXN_8702111,CUST_02,Computers and electric accessories,Item_13_CEA,-23.0,-7.0,1739.8403782410414,???,Online,,False
TXN_8157793,CUST_08,Other,Tableet,unknown,10.0,1651.1819616313142,,Online,2024-06-28,
TXN_7265411,CUST_08,???,Item_12_PAT,21.5,-8.0,,Wiretransfer,In-store,2017-07-02,
TXN_1453840,CUST_24,Food,,27.5,4.0,110.0,N/A,Online,1992-10-08,
TXN_3115030,CUST_20,Furniture,UNKNOWN,unknown,6.0,$$$,Credit Card,Online,2024-06-11,False
TXN_2253495,CUST_21,Butchers,,32.0,N/A,,???,???,2024-06-25,False
TXN_2951334,CUST_11,,,,-1.0,9.5,DEBIT,In-store,2019-05-14,
TXN_3839719,CUST_01,Furniture,UNKNOWN,-15.5,,$$$,,UNKNOWN,2022-05-10,
TXN_8756781,CUST_11,Furniture,UNKNOWN,15.5,4.0,,,Online,2024-01-14,False
TXN_1249742,CUST_05,CAT_X,Item_24_MILK,,-10.0,-395.0,Digital Wallet,,01/01/2023,
TXN_3954012,CUST4681,UNKNOWN,,12.5,error,,Credit Card,In-store,1995-10-10,
,CUST_16,Milk Products,???,36.5,unknown,593.9367730620975,undefined,Online,,True
TXN_7177847,CUST_07,cat1,,5.0,,error,Cash,In-store,2024-03-13,True
TXN_1794661,CUST_20,Milk Products,Item_16_MILK,,5.0,-137.5,Digital Wallet,In-store,01/01/2023,False
TXN_2800453,CUST_08,cat1,,N/A,4.0,104.0,DEBIT,In-store,2022-06-26,True
TXN_9665364,,Butchers,,20.0,-4.0,247.3641941843639,Digital Wallet,Online,01/01/2023,True
TXN_9676174,CUST_09,Milk Products,Item_7_MILK,,-9.0,1338.2399215206028,Credit Card,Online,2023-11-11,True
TXN_4788104,CUST_16,,Item_9_PAT,-17.0,unknown,1384.062239864701,Cash,Online,1997-01-11,
TXN_9796982,CUST_05,,PHON3,14.0,,,Wiretransfer,In-store,2022-03-29,
TXN_6812056,,cat1,Item_10_PAT,,10.0,,Cahs,In-store,01/01/2023,True
TXN_7119526,CUST_06,Beverages,item_x,,,1272.8276991485175,paypal,Online,2024-11-15,
TXN_3967043,CUST_06,Beverages,,error,-9.0,1477.949396248476,Digital Wallet,,2024-12-26,
,CUST_14,,Item_6_CEA,12.5,unknown,-87.5,,In-store,28/04/2024,
TXN_5715479,CUST_01,Beverages,Laptoppp,20.0,10.0,200.0,,Online,2023-01-31,True
TXN_3281468,CUST_22,Patisserie,N/A,26.0,error,$$$,Digital Wallet,Online,1991-02-22,False
TXN_1245088,CUST_07,Misc,Tableet,187.5466561743785,6.0,N/A,Digital Wallet,In-store,2024-03-04,False
TXN_8810408,CUST_16,Patisserie,Item_12_PAT,-21.5,7.0,$$$,Credit Card,Online,2022-08-15,False
,C-2494,Misc,???,38.0,N/A,856.5839917245496,,Online,,
TXN_6748447,CUST_07,Electric household essentials,Item_8_EHE,-15.5,unknown,31.0,Cash,,01/01/2023,
TXN_2691157,CUST_14,,N/A,,8.0,597.5942904511453,Credit Card,In-store,11-11-2024,True
TXN_2796969,CUST_08,,Laptoppp,-39.45131637574979,9.0,N/A,Cash,Online,2023-12-16,False
TXN_2299437,CUST_10,Computers and electric accessories,Item_5_CEA,unknown,10.0,110.0,,In-store,2026-11-01,True
TXN_4759525,cust_9691,Furniture,N/A,-41.0,38.0,error,,In-store,2028-02-24,True
TXN_7906917,CUST_11,Electric household essentials,???,33.5,-1.0,33.5,Creditt Card,Online,2003-11-09,N
TXN_4274208,CUST_11,Butchers,,$$$,error,$$$,Wiretransfer,In-store,2017-12-14,True
TXN_8694089,CUST_25,Computers and electric accessories,Item_22_CEA,36.5,50.0,36.5,Credit Card,Online,2024-07-22,
TXN_6988754,CUST_09,,,183.419125022555,5.0,-62.28451430237798,,In-store,2024-03-15,False
TXN_2326364,CUST_06,,Item_23_EHE,184.0558868220249,4.0,397.98026412790784,,Online,08-03-2022,
TXN_4802054,CUST_10,,???,unknown,5.0,1245.5688300605311,Credit Card,Online,2025-01-08,
TXN_1821104,,,Item_3_FOOD,,1.0,$$$,Creditt Card,In-store,2024-06-08,True
TXN_9499247,CUST_03,Computers and electric accessories,Item_20_CEA,33.5,-8.0,1517.260737994397,,In-store,2023-01-09,True
TXN_1581970,CUST_08,Food,,41.0,unknown,unknown,Credit Card,Online,,False
TXN_8540896,6820,Misc,Item_11_PAT,$$$,7.0,$$$,Wiretransfer,Online,01/01/2023,
TXN_8918509,CUST_14,Butchers,,35.0,-8.0,,,Online,08-11-2000,False
TXN_7163146,CUST_20,UNKNOWN,Item_8_FUR,15.5,unknown,-15.5,,Online,28.05.2026,
TXN_2634868,CUST_13,,,144.57675246876082,4.0,,,In-store,2024-06-26,
TXN_6595084,CUST_25,Butchers,Item_8_BUT,$$$,N/A,N/A,???,Online,,True
TXN_3036860,CUST_08,Electric household essentials,,-36.5,8.0,292.0,,Online,2024-04-24,False
TXN_8201653,CUST_06,Butchers,Item_19_BUT,32.0,error,N/A,,Online,2003-04-28,False
TXN_8696709,CUST_12,Patisserie,Item_4_PAT,,-6.0,66.5,,Online,1998-06-12,False
TXN_7533495,CUST_22,,Item_12_EHE,N/A,7.0,$$$,Credit Card,Online,1991-11-27,
TXN_3604823,CUST_11,Milk Products,Item_5_MILK,$$$,error,,Wiretransfer,N/A,,
TXN_5591807,CUST_11,,,,error,-460.7283898143379,,Online,2022-03-02,False
TXN_2343171,CUST_03,Furniture,Item_4_FUR,-9.5,1.0,-31.499176187793147,Creditt Card,In-store,24-07-2016,False
TXN_6950644,CUST_13,,???,N/A,unknown,,paypal,Online,,True
TXN_4525970,,Other,Item_9_PAT,17.0,53.0,,Wiretransfer,In-store,2023-05-24,
TXN_4106679,CUST_05,,,33.5,5.0,,Cash,In-store,2027-12-06,False
TXN_9898371,CUST_01,Butchers,Item_1_BUT,5.0,,10.0,,Online,2024-11-29,
TXN_3503821,,Food,,,,,Cash,In-store,2028-03-12,True
TXN_9203083,CUST_07,CAT_X,Item_4_BUT,,,error,Credit Card,Online,2027-01-03,True
,CUST_23,Misc,UNKNOWN,N/A,,380.0,Credit Card,Loc_X,2022-09-15,
TXN_5034932,CUST_23,Computers and electric accessories,Item_10_CEA,18.5,error,$$$,Digital Wallet,Online,28-09-2023,True
TXN_1865240,CUST_13,Computers and electric accessories,???,29.0,,$$$,,,,
TXN_3974668,CUST_24,Furniture,,,unknown,,Digital Wallet,Online,2024-03-22,
TXN_5553241,CUST_20,Electric household essentials,Item_15_EHE,262.89906150028304,,-130.0,Cash,Online,2024/08/20,
TXN_6688533,CUST_16,Computers and electric accessories,,175.12098896990645,42.0,35.0,,Online,2023/11/09,
TXN_9659532,CUST_21,CAT_X,Item_4_FUR,N/A,-8.0,-76.0,Cahs,In-store,2023-01-08,True
,CUST_04,Other,item_x,298.30890878648245,2.0,22.0,Cash,Online,2023-06-17,N
TXN_1151406,CUST_04,undefined,PHON3,,N/A,901.8939459435209,Digital Wallet,Online,2022-05-18,True
TXN_6417585,CUST_05,Electric household essentials,,244.58004657455297,-2.0,905.513834999477,Cash,In-store,,True
TXN_9284796,CUST_11,???,Item_15_EHE,26.0,-9.0,,???,In-store,2024-05-08,False
TXN_2453867,CUST_03,Food,,N/A,7.0,119.0,undefined,In-store,2026-08-04,False
TXN_1630509,CUST_22,undefined,Item_17_BEV,29.0,-6.0,-232.0,,In-store,2023-07-08,True
TXN_6040270,CUST_02,Patisserie,Item_4_PAT,9.5,55.0,-136.73798385046118,Creditt Card,Online,,True
TXN_4429872,CUST_03,Butchers,,,error,295.1770294009399,Credit Card,In-store,,True
TXN_7725571,CUST_09,Furniture,Item_25_FUR,294.286992511414,-3.0,unknown,Credit Card,Online,2009-08-27,True
TXN_6381262,CUST_05,Electric household essentials,,187.23194280609843,47.0,$$$,,,2024-06-05,True
TXN_3519483,,Butchers,Item_8_BUT,,N/A,292.76118748562453,DEBIT,Online,16/12/2022,True
TXN_3927468,CUST_01,UNKNOWN,Item_16_MILK,unknown,5.0,unknown,undefined,Online,2022-06-03,False
TXN_6026881,CUST_18,Other,Item_12_FOOD,21.5,8.0,,DEBIT,In-store,,False
TXN_6131542,CUST_18,UNKNOWN,undefined,-18.162517051788495,error,-123.0,,Online,1993-01-04,True
TXN_7136333,CUST_16,Furniture,,217.10413025452732,10.0,1080.4353867077523,paypal,???,2024-02-25,True
TXN_9099328,CUST_12,Misc,,,10.0,-812.8109460884477,Cahs,In-store,2000-06-10,
TXN_9140667,CUST_15,Computers and electric accessories,Item_13_CEA,23.0,26.0,230.0,Credit Card,In-store,2026-07-20,True
TXN_3969038,CUST_20,Patisserie,undefined,unknown,27.0,80.0,Creditt Card,Online,2027-02-06,False
TXN_3622835,CUST_10,Furniture,Item_10_FUR,unknown,-3.0,2359.9309282559643,,Online,,True
TXN_8438783,CUST_04,Electric household essentials,,-67.77561104845208,7.0,unknown,???,Online,2022-02-04,
TXN_7729843,CUST_23,Patisserie,N/A,15.5,N/A,error,Cash,Online,2022-07-07,True
TXN_9726191,CUST_10,Furniture,undefined,41.0,34.0,328.0,,Online,2019-04-03,
TXN_8324311,CUST_09,CAT_X,Item_13_EHE,23.0,46.0,138.0,Credit Card,Online,,
TXN_5205620,CUST_17,Patisserie,Item_11_PAT,error,-7.0,$$$,,In-store,2013-03-16,True
TXN_7603643,CUST_22,cat1,,30.5,1.0,30.5,Digital Wallet,Online,2023-09-28,True
TXN_8110567,CUST_02,Other,,error,N/A,,Digital Wallet,In-store,2022-04-12,True
TXN_7459969,CUST_24,Electric household essentials,,unknown,5.0,834.1388084331583,DEBIT,Online,2024-04-27,
TXN_6724459,CUST_19,N/A,Item_23_BEV,38.0,unknown,934.8559209364323,DEBIT,In-store,2022-10-17,1
TXN_1931979,CUST_25,Beverages,Tableet,216.9993181001077,,N/A,,In-store,2027-08-16,
TXN_9576418,CUST_15,UNKNOWN,,20.0,,160.0,Credit Card,Online,2028-01-06,True
TXN_8061410,CUST_12,CAT_X,,36.5,,,Cash,Online,2024/05/02,
TXN_8367781,CUST_09,Food,N/A,$$$,10.0,-230.0,???,In-store,2022-02-06,
TXN_1659899,CUST_05,Milk Products,???,N/A,-5.0,$$$,,In-store,1997-08-13,
TXN_6437858,CUST_08,Electric household essentials,Item_9_EHE,125.29271394519328,-10.0,170.0,Credit Card,In-store,2024-10-03,True
TXN_9841782,,,Item_2_EHE,N/A,N/A,N/A,Cash,Online,,False
TXN_5597499,CUST_08,,Item_6_EHE,231.5222727340758,,error,DEBIT,Online,2009-05-12,True
TXN_7898844,CUST_13,Electric household essentials,Item_10_EHE,error,1.0,N/A,,Online,14/09/2023,1
TXN_7348487,CUST_10,N/A,Tableet,41.0,,-205.0,Cash,Online,2022-07-16,
TXN_1531616,CUST_04,Misc,Item_13_FOOD,23.0,N/A,1236.9099718371122,Cash,In-store,,True
TXN_5532386,CUST_02,Milk Products,PHON3,-34.25297428029186,7.0,813.0443567824847,undefined,Online,2011-01-04,True
TXN_9372793,CUST_17,undefined,Item_8_FOOD,15.5,N/A,422.1188612059785,Digital Wallet,In-store,2023-11-11,False
